movieId,original_title,genres,production_countries,collection,release_year
3033,Gods and Monsters,['Drama'],"['GB', 'US']",,1998
1678,ゴジラ,"['Thriller', 'Horror', 'Science Fiction']",['JP'],Godzilla (Showa) Collection,1954
1680,Kingu Kongu tai Gojira,"['Action', 'Adventure', 'Science Fiction']",['JP'],Godzilla (Showa) Collection,1962
707,A View to a Kill,"['Adventure', 'Action', 'Thriller']","['FR', 'IS', 'GB', 'US']",James Bond Collection,1985
1370,Rambo III,"['Action', 'Adventure', 'Thriller', 'War']",['US'],Rambo Collection,1988
1367,Rocky II,['Drama'],['US'],Rocky Collection,1979
1371,Rocky III,['Drama'],['US'],Rocky Collection,1982
1374,Rocky IV,['Drama'],['US'],Rocky Collection,1985
1375,Rocky V,['Drama'],['US'],Rocky Collection,1990
1885,The Karate Kid,['Drama'],['US'],The Karate Kid Collection,1984
2112,Payback,"['Drama', 'Action', 'Thriller', 'Crime']",['US'],,1999
1688,Conquest of the Planet of the Apes,"['Action', 'Science Fiction']",['US'],Planet of the Apes Original Collection,1972
1687,Escape from the Planet of the Apes,"['Action', 'Science Fiction']",['US'],Planet of the Apes Original Collection,1971
100,"Lock, Stock and Two Smoking Barrels","['Comedy', 'Crime']",['GB'],,1998
1641,Forces of Nature,"['Romance', 'Comedy']",['US'],,1999
8970,The Out-of-Towners,['Comedy'],['US'],,1999
1946,eXistenZ,"['Action', 'Thriller', 'Science Fiction', 'Horror']","['CA', 'FR', 'GB']",,1999
30793,House of Dracula,"['Horror', 'Science Fiction']",['US'],Dracula (Universal Series),1945
3035,Frankenstein,"['Drama', 'Horror', 'Science Fiction']",['US'],Frankenstein (Universal Series),1931
509,Notting Hill,"['Romance', 'Comedy', 'Drama']","['GB', 'US']",,1999
1090,The Thirteenth Floor,"['Thriller', 'Science Fiction', 'Mystery']",['US'],,1999
104,Lola rennt,"['Action', 'Drama', 'Thriller']",['DE'],,1998
2105,American Pie,"['Comedy', 'Romance']",['US'],American Pie Collection,1999
1073,Arlington Road,"['Drama', 'Thriller', 'Mystery']",['US'],,1999
345,Eyes Wide Shut,"['Mystery', 'Drama']","['GB', 'US']",,1999
8914,Deep Blue Sea,"['Action', 'Science Fiction', 'Thriller']","['AU', 'US']",,1999
247,The Killing,"['Drama', 'Action', 'Thriller', 'Crime']",['US'],,1956
802,Lolita,"['Drama', 'Romance']","['GB', 'US']",,1962
3175,Barry Lyndon,"['Drama', 'Romance', 'War']","['GB', 'US']",,1975
147,Les Quatre Cents Coups,['Drama'],['FR'],The Adventures of Antoine Doinel,1959
2115,Light of Day,"['Music', 'Drama']",['US'],,1987
3526,Frances,['Drama'],['US'],,1982
745,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",['US'],,1999
913,The Thomas Crown Affair,"['Drama', 'Crime', 'Romance']",['US'],,1999
912,The Thomas Crown Affair,"['Romance', 'Crime', 'Thriller', 'Drama']",['US'],,1968
1911,The 13th Warrior,"['Adventure', 'Fantasy', 'Action']",['US'],,1999
6373,"Martha – Meet Frank, Daniel and Laurence","['Comedy', 'Romance']",['GB'],,1998
14,American Beauty,['Drama'],['US'],,1999
1049,Sommersby,"['Drama', 'Thriller', 'Mystery', 'Romance']","['FR', 'US']",,1993
861,Total Recall,"['Action', 'Adventure', 'Science Fiction']",['US'],,1990
535,Flashdance,"['Drama', 'Music', 'Romance']",['US'],,1983
2731,Indochine,"['Drama', 'Romance']",['FR'],,1992
550,Fight Club,['Drama'],"['DE', 'US']",,1999
1610,Fever Pitch,"['Comedy', 'Romance']",['GB'],,1997
709,Licence to Kill,"['Adventure', 'Action', 'Thriller']","['GB', 'US']",James Bond Collection,1989
253,Live and Let Die,"['Adventure', 'Action', 'Thriller']",['GB'],James Bond Collection,1973
492,Being John Malkovich,"['Fantasy', 'Drama', 'Comedy']",['US'],,1999
2020,The Bachelor,['Comedy'],['US'],,1999
1694,Re-Animator,"['Science Fiction', 'Comedy', 'Horror']",['US'],Re-Animator Collection,1985
2690,Irma la Douce,"['Comedy', 'Romance']",['US'],,1963
596,The Grapes of Wrath,['Drama'],['US'],,1940
293,A River Runs Through It,['Drama'],['US'],,1992
177,The Fisher King,"['Comedy', 'Drama']",['US'],,1991
497,The Green Mile,"['Fantasy', 'Drama', 'Crime']",['US'],,1999
334,Magnolia,['Drama'],['US'],,1999
926,Galaxy Quest,"['Comedy', 'Family', 'Science Fiction']",['US'],,1999
1213,The Talented Mr. Ripley,"['Thriller', 'Crime', 'Drama']",['US'],,1999
2990,Pacific Heights,"['Crime', 'Thriller']",['US'],,1990
1883,Malcolm X,"['Drama', 'History']",['US'],,1992
2005,Sister Act,"['Music', 'Comedy']",['US'],Sister Act Collection,1992
8873,Wayne's World 2,"['Music', 'Comedy']",['US'],Wayne's World Collection,1993
1923,Twin Peaks: Fire Walk with Me,"['Drama', 'Mystery']",['US'],,1992
1907,The Beach,"['Drama', 'Adventure', 'Romance', 'Thriller']","['GB', 'US']",,2000
901,City Lights,"['Comedy', 'Drama', 'Romance']",['US'],,1931
1831,The Next Best Thing,['Comedy'],['US'],,2000
4816,Ghost Dog: The Way of the Samurai,"['Crime', 'Drama']",['US'],,1999
2193,My Tutor,"['Comedy', 'Drama', 'Romance']",['US'],,1983
2067,Mission to Mars,['Science Fiction'],['US'],,2000
5693,Hoosiers,"['Drama', 'Family']",['US'],,1986
968,Dog Day Afternoon,"['Crime', 'Drama', 'Thriller']",['US'],,1975
838,American Graffiti,"['Comedy', 'Drama']",['US'],American Graffiti Collection,1973
3114,The Searchers,['Western'],['US'],,1956
32031,Let's Get Harry,"['Action', 'Adventure']",['US'],,1986
918,Blind Date,"['Comedy', 'Romance']",['US'],,1987
2383,L'Ours,"['Adventure', 'Drama', 'Family']","['FR', 'US']",,1988
1396,Зеркало,"['Drama', 'History']",['RU'],,1975
1541,Thelma & Louise,"['Drama', 'Thriller', 'Crime', 'Adventure']",['US'],,1991
1713,Jungle Fever,"['Drama', 'Romance']",['US'],,1991
1499,Teenage Mutant Ninja Turtles III,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['HK', 'US']",Teenage Mutant Ninja Turtles (Original) Collection,1993
801,"Good Morning, Vietnam","['Comedy', 'Drama', 'War']",['US'],,1987
2085,Romeo Must Die,"['Action', 'Crime', 'Thriller']",['US'],,2000
3082,Modern Times,"['Drama', 'Comedy']",['US'],,1936
2291,Jacob's Ladder,"['Drama', 'Mystery', 'Horror']",['US'],,1990
593,Солярис,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",['RU'],,1972
2006,"Bell, Book and Candle","['Fantasy', 'Comedy', 'Romance']",['US'],,1958
1552,Parenthood,"['Comedy', 'Drama', 'Family']",['US'],,1989
1359,American Psycho,"['Thriller', 'Drama', 'Crime']","['CA', 'US']",American Psycho Collection,2000
3536,U-571,"['Action', 'Drama', 'Thriller', 'War']","['FR', 'US']",,2000
2094,Roustabout,"['Drama', 'Music', 'Romance']",['US'],,1964
955,Mission: Impossible II,"['Adventure', 'Action', 'Thriller']","['DE', 'US']",Mission: Impossible Collection,2000
21,The Endless Summer,['Documentary'],['US'],The Endless Summer Collection,1966
6003,Romeo and Juliet,"['Drama', 'Romance']","['IT', 'GB']",,1968
541,The Man with the Golden Arm,"['Crime', 'Drama', 'Romance']",['US'],,1955
938,Per qualche dollaro in più,['Western'],"['IT', 'ES', 'DE']",The Man With No Name Collection,1965
8810,Mad Max 2,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",['AU'],Mad Max Collection,1981
592,The Conversation,"['Crime', 'Drama', 'Mystery']",['US'],,1974
195,Trouble in Paradise,"['Comedy', 'Romance']",['US'],,1932
2133,The Perfect Storm,['Drama'],['US'],,2000
494,Shaft in Africa,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",['US'],Shaft Collection,1973
493,Shaft's Big Score!,"['Action', 'Adventure', 'Crime', 'Mystery']",['US'],Shaft Collection,1972
93,Anatomy of a Murder,"['Crime', 'Drama', 'Mystery', 'Thriller']",['US'],,1959
2360,Saving Grace,"['Crime', 'Comedy']","['FR', 'GB']",,2000
1588,Bring It On,['Comedy'],['US'],Bring It On Collection,2000
1619,The Way of the Gun,"['Action', 'Crime', 'Drama', 'Thriller']",['US'],,2000
786,Almost Famous,"['Drama', 'Music']",['US'],,2000
16,Dancer in the Dark,"['Drama', 'Crime', 'Music']","['AR', 'DK', 'FI', 'FR', 'DE', 'IS', 'IT', 'NL', 'NO', 'SE', 'GB', 'US']",Heart of Gold Collection,2000
2160,Voyage to the Bottom of the Sea,"['Adventure', 'Drama', 'Science Fiction']",['US'],,1961
2161,Fantastic Voyage,"['Adventure', 'Science Fiction']",['US'],,1966
911,The Bank Dick,['Comedy'],['US'],,1940
1485,Get Carter,"['Crime', 'Thriller']",['GB'],,1971
1597,Meet the Parents,"['Comedy', 'Romance']",['US'],Meet the Parents Collection,2000
2134,The Time Machine,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']",['US'],,1960
4327,Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",['US'],Charlie's Angels Collection,2000
4958,The Legend of Bagger Vance,"['Fantasy', 'Drama']",['US'],,2000
708,The Living Daylights,"['Action', 'Adventure', 'Thriller']","['GB', 'US']",James Bond Collection,1987
107,Snatch,"['Thriller', 'Crime']","['GB', 'US']",,2000
3981,What Women Want,"['Comedy', 'Romance']",['US'],,2000
2046,The Gift,"['Horror', 'Drama', 'Thriller', 'Mystery']",['US'],,2000
2018,The Wedding Planner,['Comedy'],['US'],,2001
4639,Best Seller,"['Action', 'Crime', 'Drama', 'Thriller']",['US'],,1987
318,The Million Dollar Hotel,"['Drama', 'Thriller']","['US', 'DE']",,2000
1921,Sweet November,"['Drama', 'Romance']",['US'],,2001
2302,Avalon,['Drama'],['US'],,1990
1888,The Fortune Cookie,"['Romance', 'Comedy']",['US'],,1966
2428,The Greatest Story Ever Told,"['Drama', 'History']",['US'],,1965
111,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']",['US'],,1983
2144,One Night at McCool's,"['Action', 'Comedy', 'Crime']",['US'],,2001
1734,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']",['US'],The Mummy Collection,2001
4973,Sous le Sable,"['Drama', 'Mystery']",['FR'],,2000
849,Krull,"['Fantasy', 'Action', 'Adventure']","['ES', 'GB', 'IT', 'US']",,1983
934,Du rififi chez les hommes,"['Drama', 'Action', 'Crime']",['FR'],,1955
1089,Point Break,"['Action', 'Thriller', 'Crime']",['US'],,1991
2140,Kiss of the Dragon,"['Action', 'Crime', 'Thriller']","['FR', 'US']",,2001
3134,Baise-moi,"['Crime', 'Drama', 'Romance', 'Thriller']",['FR'],,2000
5991,Der letzte Mann,['Drama'],['DE'],,1924
2114,Final Fantasy: The Spirits Within,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']","['JP', 'US']",Final Fantasy Collection,2001
2,Ariel,"['Drama', 'Crime']",['FI'],,1988
3980,Critters,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",['US'],Critters Collection,1986
2617,The Great Outdoors,['Comedy'],['US'],,1988
3543,Out of Rosenheim,"['Comedy', 'Drama']","['DE', 'US']",,1987
2605,Short Circuit,"['Comedy', 'Family', 'Science Fiction']",['US'],Short Circuit Collection,1986
4105,Black Rain,"['Action', 'Thriller', 'Crime']",['US'],,1989
1380,Gleaming the Cube,['Drama'],['US'],,1989
327,Brother,"['Crime', 'Drama', 'Thriller']","['GB', 'JP', 'US']",,2000
552,Pane e Tulipani,"['Drama', 'Comedy', 'Romance']",['IT'],,2000
2616,Uncle Buck,"['Comedy', 'Drama', 'Family']",['US'],,1989
249,The War of the Roses,"['Comedy', 'Drama', 'Thriller']",['US'],,1989
1627,L'Enfant sauvage,['Drama'],['FR'],,1970
2770,American Pie 2,"['Comedy', 'Romance']",['US'],American Pie Collection,2001
1722,Captain Corelli's Mandolin,"['Drama', 'History', 'Romance']","['GB', 'US', 'FR']",,2001
2779,The Curse of the Jade Scorpion,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']","['DE', 'US']",,2001
2294,Jay and Silent Bob Strike Back,['Comedy'],['US'],,2001
2176,The Glass House,"['Drama', 'Thriller']",['US'],,2001
248,Pocketful of Miracles,"['Comedy', 'Drama']",['US'],,1961
1644,The Vanishing,"['Thriller', 'Drama', 'Mystery']",['US'],,1993
2100,The Last Castle,"['Action', 'Drama', 'Thriller']",['US'],,2001
